1001 10000
592 120 30
589 2 17
931 859 24
98 363 22
455 56 35
534 556 54
352 210 38
373 644 65
376 113 25
507 324 68
438 445 11
333 154 47
857 651 52
975 41 99
533 782 29
924 789 15
847 636 64
512 598 27
266 586 5
730 165 71
847 616 28
888 132 82
912 477 34
614 839 92
308 605 58
472 978 73
149 767 61
866 547 93
351 488 72
102 692 62
583 427 72
481 61 93
49 432 79
503 59 48
8 642 21
770 644 58
63 25 22
344 447 18
137 497 78
513 453 10
444 686 77
655 893 65
965 143 14
211 467 94
87 963 30
435 750 84
827 59 99
29 658 19
906 749 67
986 383 94
302 341 26
392 179 55
542 941 64
800 210 9
98 70 83
136 345 63
911 135 12
633 184 81
231 57 74
224 363 95
346 426 93
857 980 65
38 128 69
787 145 87
877 789 30
503 514 26
597 753 81
356 469 64
868 287 37
91 402 4
995 570 37
114 697 26
544 738 68
984 342 6
670 98 73
315 162 39
403 583 14
911 856 91
446 734 67
347 377 44
357 902 13
348 309 53
303 837 50
7 283 14
271 185 38
66 549 31
958 245 35
175 521 35
737 534 36
818 935 49
360 426 54
498 653 33
946 872 81
45 362 96
14 794 18
811 346 27
71 932 31
642 15 87
929 52 22
432 603 57
953 40 41
798 293 36
176 437 42
631 236 39
948 487 72
925 527 10
216 853 74
30 763 5
335 264 13
415 66 21
487 582 4
678 438 76
240 123 40
559 104 28
37 28 59
539 404 66
316 840 20
874 416 16
538 474 96
20 995 8
760 310 91
205 502 49
278 142 32
495 757 11
359 685 54
929 563 88
762 789 26
577 998 13
274 742 65
465 237 19
582 390 40
58 4 5
825 306 82
283 642 75
74 883 27
73 993 71
452 860 22
305 754 78
677 756 93
112 174 46
139 912 67
842 49 51
664 929 26
54 695 75
909 239 8
75 613 9
294 900 34
566 349 1
830 210 27
610 501 77
880 385 25
212 645 96
165 991 40
109 952 28
86 830 62
36 518 23
145 960 83
797 215 90
615 232 58
804 82 13
691 290 81
757 983 96
573 764 34
390 449 28
406 72 78
381 670 93
115 49 3
161 769 11
842 274 57
82 655 62
909 889 78
107 560 26
178 496 51
897 268 17
43 623 17
768 697 96
36 355 82
124 546 78
321 427 36
276 902 7
488 535 32
835 188 39
720 81 14
438 625 6
338 409 26
602 412 79
705 72 99
990 448 17
20 785 21
835 837 35
86 771 39
736 896 88
278 150 62
913 149 48
480 216 17
786 479 49
304 686 54
953 817 32
66 865 74
638 648 79
763 704 59
349 199 86
367 790 95
959 200 92
628 620 26
469 387 76
667 594 55
537 197 96
78 311 21
848 270 13
380 25 15
257 557 28
380 141 24
87 270 30
61 768 44
573 460 24
211 70 93
689 614 78
386 119 16
439 216 7
43 538 58
331 350 85
258 287 33
858 41 82
384 599 19
305 732 59
942 15 29
257 536 65
96 451 16
583 878 18
394 695 55
688 801 51
522 387 53
715 216 76
290 581 38
155 389 98
873 548 3
685 605 59
826 621 59
814 253 75
423 896 82
904 811 16
661 365 79
554 215 4
529 521 38
637 378 8
302 531 76
716 680 41
148 858 93
207 14 26
636 356 41
702 766 30
640 500 52
616 33 49
104 461 43
823 980 90
129 80 92
924 971 81
91 960 97
134 633 6
601 514 1
796 7 66
548 587 23
513 140 5
349 360 5
288 724 3
542 558 86
410 345 53
882 445 2
417 256 89
746 767 36
340 590 58
49 189 47
348 691 90
682 920 30
593 206 38
885 686 42
783 506 39
510 316 54
601 458 89
398 129 61
926 94 92
97 334 94
248 83 84
433 469 10
354 856 3
849 159 93
635 692 19
764 647 89
552 467 38
108 141 89
426 988 48
190 560 55
965 911 27
27 344 74
168 615 24
698 162 35
238 668 76
462 426 3
963 417 46
901 968 47
16 215 11
481 743 9
188 108 44
960 418 50
758 926 90
567 78 78
511 763 7
404 120 1
480 357 21
88 193 26
599 64 34
182 618 53
789 297 93
151 663 85
418 540 96
578 740 76
83 347 23
656 266 26
972 396 83
612 390 11
693 81 21
524 44 37
5 811 87
596 448 28
446 979 87
162 138 18
152 880 95
650 337 43
917 423 91
791 687 52
536 991 92
714 303 51
983 348 79
254 888 100
199 686 95
698 835 82
266 937 64
542 591 58
562 481 23
341 174 98
585 122 99
330 586 33
686 865 69
573 236 81
321 339 38
964 453 57
107 748 87
695 274 88
694 127 79
83 654 49
866 24 48
893 971 42
666 322 81
351 775 61
700 979 37
222 623 65
437 512 38
965 216 10
473 844 42
189 550 34
0 967 60
439 606 56
22 662 71
216 750 4
727 339 99
95 216 86
311 685 75
542 74 44
933 679 92
383 123 50
482 194 33
101 151 60
583 330 20
716 454 53
697 334 89
722 726 64
851 281 57
254 890 56
428 613 25
716 727 60
669 814 27
968 757 78
45 842 66
602 678 76
734 326 31
51 4 50
433 555 46
504 463 85
299 993 43
107 601 11
971 981 55
942 94 61
739 289 50
296 594 91
485 783 33
332 89 7
682 528 93
259 426 3
918 810 83
672 793 35
813 744 97
920 441 52
405 484 8
807 516 23
990 379 38
444 687 9
352 355 48
865 372 66
388 992 14
521 338 92
364 487 12
517 373 68
376 501 30
910 845 28
335 377 69
263 901 85
855 969 98
600 365 55
61 445 25
601 122 70
40 61 47
739 388 14
361 298 87
117 197 72
814 660 56
771 385 75
736 944 87
217 521 34
862 41 99
444 823 2
417 808 17
244 894 28
627 793 31
753 221 47
452 275 42
947 613 60
207 353 78
18 685 63
302 492 48
387 988 91
728 437 16
127 693 50
443 6 89
226 642 95
316 774 75
509 764 100
95 698 15
724 856 86
136 346 28
636 223 88
475 929 68
194 743 92
431 595 59
295 22 92
499 890 63
701 774 24
420 199 18
987 920 92
604 650 14
425 718 52
927 366 59
690 69 89
846 910 54
213 56 60
422 42 42
251 725 82
527 774 43
399 799 44
855 401 23
517 87 100
154 969 39
758 988 21
448 881 36
178 112 96
335 280 53
72 571 46
829 164 94
267 99 69
261 861 55
240 17 100
345 813 86
942 146 82
6 485 100
696 895 21
132 25 70
108 192 39
573 64 75
873 20 79
89 410 46
287 38 13
832 185 11
418 139 41
978 665 75
842 981 34
668 717 36
306 7 78
466 305 14
435 987 63
357 635 1
632 669 92
175 140 7
933 214 1
104 361 34
571 184 63
10 111 88
12 484 73
87 667 27
263 993 72
412 627 21
598 573 65
355 902 74
961 6 28
674 788 63
175 134 61
816 3 82
863 268 40
821 91 13
18 151 48
234 186 71
922 920 63
561 728 71
712 293 16
738 766 56
103 746 76
875 666 58
965 303 17
225 11 35
219 919 83
929 632 19
672 870 71
501 153 75
366 362 15
137 109 5
766 151 41
95 25 80
434 8 62
128 85 5
785 412 67
454 983 67
186 266 17
409 726 70
585 480 66
183 510 54
255 490 14
73 612 59
373 360 77
653 14 9
552 90 47
531 955 3
830 168 84
212 279 31
437 571 43
564 112 28
351 141 16
1 512 25
261 612 4
78 51 58
1 937 28
509 584 90
968 777 20
969 988 21
308 729 6
616 355 38
806 640 94
117 34 9
225 755 28
606 308 97
136 531 5
105 460 93
338 595 9
963 290 38
87 873 88
247 799 24
38 105 52
348 799 19
229 213 12
237 546 60
937 960 86
981 77 27
593 976 61
653 630 75
39 369 49
977 88 79
449 971 23
216 716 9
540 944 63
244 800 20
577 95 48
450 697 91
596 258 97
898 34 4
253 192 14
918 753 66
849 454 72
92 506 87
47 519 59
377 335 8
456 301 99
35 20 77
203 505 82
109 929 44
678 56 16
197 355 51
144 972 96
68 358 86
465 759 49
276 312 98
228 658 44
901 802 6
337 811 59
608 539 43
662 103 83
692 428 48
553 43 48
937 162 43
357 582 45
303 383 9
778 375 71
736 14 86
378 657 71
512 110 44
893 125 99
247 966 53
971 991 31
588 971 79
910 173 58
6 521 33
211 670 15
855 708 35
739 292 43
100 946 51
293 481 7
788 579 96
551 516 12
722 294 8
289 742 16
334 914 57
49 730 58
548 216 88
79 19 60
850 192 51
973 379 62
477 674 43
403 384 69
977 478 76
539 203 57
404 416 60
263 501 88
757 856 60
893 709 7
777 136 30
551 109 47
260 331 6
674 545 6
283 462 96
990 160 29
77 854 29
782 553 57
388 33 28
631 222 3
200 771 57
247 509 10
173 676 29
562 561 48
96 565 42
999 219 79
73 762 86
955 720 48
231 667 66
242 689 48
793 218 35
847 908 61
971 221 58
864 381 11
589 561 86
37 20 60
30 358 3
956 52 50
323 776 54
335 45 69
788 867 76
268 270 93
959 222 46
752 299 63
487 92 44
985 12 6
628 888 42
740 998 35
524 3 14
346 704 70
89 75 46
694 618 39
15 9 31
189 655 60
601 509 43
771 456 23
52 843 77
387 508 30
808 623 75
24 957 99
572 4 24
580 646 70
577 98 78
338 608 94
894 787 72
406 896 98
742 720 55
557 577 54
848 404 71
410 578 59
959 400 7
130 617 2
461 609 5
231 411 50
823 573 32
416 938 42
973 667 71
417 305 19
975 291 32
501 513 26
334 748 28
137 173 58
187 901 30
489 18 56
979 503 83
441 849 89
130 571 39
938 586 27
591 857 48
426 953 2
219 832 56
497 36 51
585 209 21
820 89 32
990 799 18
896 200 21
688 711 18
585 986 44
800 519 53
977 9 100
904 221 70
297 860 63
390 848 63
178 534 91
716 549 32
688 75 23
263 327 73
978 905 47
157 527 35
484 635 27
655 466 48
289 83 9
826 769 30
51 64 68
762 611 11
899 910 85
656 317 76
18 85 80
808 639 93
797 185 73
959 227 54
86 985 5
163 176 65
652 344 99
16 249 7
437 487 37
596 526 84
911 51 91
669 953 81
13 241 57
938 493 15
721 480 11
696 277 100
339 514 14
123 717 50
758 844 32
189 231 91
875 830 4
906 290 24
150 545 9
896 708 44
456 321 56
570 602 36
343 812 50
285 189 31
87 322 75
234 678 95
619 715 24
636 186 25
145 615 51
20 384 72
156 245 12
951 14 71
779 158 83
264 467 20
402 663 5
202 218 69
235 270 30
472 478 74
672 866 59
701 696 39
681 870 51
302 551 11
314 591 66
555 534 18
184 73 84
713 984 1
944 959 88
396 445 36
403 331 12
751 81 50
482 603 89
330 598 71
607 246 49
402 11 90
225 245 27
867 659 14
214 573 48
12 766 40
194 79 66
843 468 6
28 357 60
940 421 27
741 969 93
374 652 88
399 740 51
922 76 36
487 250 85
485 607 11
275 914 17
696 62 100
443 864 18
26 731 88
889 741 98
111 819 31
944 940 62
947 240 89
312 358 46
324 808 35
719 382 20
273 98 46
22 234 33
383 73 34
623 803 2
793 375 23
778 520 37
939 559 24
704 540 70
304 395 8
596 443 71
931 631 73
184 171 23
787 212 96
303 7 17
505 923 16
429 715 19
272 719 59
830 985 38
580 775 73
261 233 77
909 645 97
140 387 32
800 588 43
635 649 34
967 672 54
708 499 43
144 704 68
482 2 67
212 575 41
891 548 7
90 462 87
321 544 92
497 123 32
356 575 74
667 336 15
865 577 95
864 211 36
140 514 95
569 716 24
742 32 34
458 396 99
241 919 93
699 214 38
367 604 49
218 839 47
344 370 98
122 317 27
864 419 18
583 532 5
28 210 15
250 397 8
22 349 9
564 883 46
347 92 23
328 504 70
480 411 81
590 656 32
675 612 52
651 874 64
569 150 43
210 361 62
966 838 24
635 590 80
401 636 26
95 314 95
458 185 75
562 119 31
83 334 45
364 568 87
457 161 45
166 336 6
307 266 100
873 326 40
247 985 81
718 475 55
894 542 34
49 742 37
304 927 25
292 486 36
689 83 3
492 537 63
815 780 18
960 122 7
564 773 62
291 973 2
801 803 32
147 873 73
118 864 8
444 194 21
865 393 87
8 711 54
64 471 37
401 809 31
436 917 39
51 819 51
749 380 31
175 62 87
65 253 58
1000 387 44
207 113 20
709 569 3
338 389 66
871 504 65
772 982 5
336 237 52
232 223 5
559 57 98
107 19 25
956 852 47
269 326 92
848 275 83
867 728 19
457 479 75
849 151 62
937 697 19
479 615 15
310 218 18
15 984 81
870 988 18
217 805 70
430 659 47
621 499 73
385 32 96
906 937 34
489 907 36
78 883 38
820 62 24
934 251 4
561 283 54
265 369 62
890 134 91
874 315 35
139 439 83
333 551 4
191 568 82
987 69 88
447 453 56
263 421 32
232 324 13
57 354 100
24 981 30
863 0 4
68 22 75
226 140 9
894 171 24
231 325 77
963 634 55
556 23 40
865 198 87
409 416 18
61 943 77
688 822 80
959 165 52
560 485 17
777 63 55
332 941 13
65 659 47
122 758 22
219 979 12
117 926 36
617 908 42
274 380 2
498 618 27
732 255 96
401 677 10
375 724 88
718 881 36
111 258 43
881 670 74
365 774 12
621 278 58
352 9 49
471 528 70
28 412 98
459 233 91
142 492 10
166 858 94
3 970 69
539 527 83
61 91 96
648 491 37
263 606 31
919 268 1
310 661 39
940 864 76
81 342 93
180 544 36
750 484 19
640 90 41
926 342 12
52 977 95
510 120 57
928 743 53
901 530 33
798 843 27
511 320 66
726 941 7
233 979 40
439 280 28
650 256 42
650 51 86
561 454 3
339 750 39
968 293 20
144 930 54
936 809 57
225 753 35
903 584 65
289 159 62
380 185 85
991 162 22
914 905 83
474 815 47
66 115 9
459 861 92
18 148 23
62 7 93
185 631 25
682 163 12
418 386 1
700 126 8
410 36 89
716 9 72
180 650 80
780 413 88
559 282 18
969 217 31
279 959 37
448 379 25
270 917 65
47 856 32
393 526 26
302 620 66
91 471 35
250 991 54
164 644 60
475 454 59
623 118 50
346 948 72
373 950 40
435 50 7
0 741 63
390 589 80
630 367 27
591 973 63
413 369 64
196 324 50
39 314 47
728 348 27
923 629 69
630 620 100
601 935 51
0 646 72
627 931 40
846 875 12
517 90 39
354 928 20
284 985 54
677 240 95
587 344 85
861 846 36
100 986 95
544 784 21
593 258 62
760 330 3
236 507 74
667 236 54
123 732 96
216 193 59
93 815 41
231 951 2
603 173 67
455 142 30
648 200 34
651 99 63
54 358 1
279 805 66
227 29 74
851 73 66
32 859 68
494 85 78
852 41 52
833 537 61
66 964 29
496 754 25
368 961 86
137 960 100
765 32 17
628 780 37
830 841 9
838 50 40
169 289 28
202 369 72
29 92 11
752 635 47
937 242 96
240 724 69
746 529 37
183 886 30
60 289 93
57 959 25
439 135 63
155 9 25
280 671 16
206 122 66
231 437 48
935 321 40
662 879 33
304 568 77
1 100 29
39 68 37
622 401 5
577 53 50
947 351 39
522 325 42
957 862 13
319 744 74
300 840 83
888 8 30
340 488 76
319 5 56
629 764 46
968 400 41
875 184 90
277 137 80
628 695 42
98 239 30
615 814 91
684 506 10
95 764 99
311 433 54
320 345 91
437 635 84
715 610 98
632 975 92
924 416 4
52 42 70
355 13 35
310 146 89
507 518 69
479 310 96
509 793 74
848 308 72
317 707 67
682 802 69
184 725 64
527 576 62
885 825 97
223 602 68
197 858 4
204 401 8
896 28 84
934 834 85
325 897 54
767 612 22
127 676 1
330 320 84
52 577 86
621 835 41
128 696 83
708 706 100
991 981 45
721 172 73
216 210 47
566 58 45
942 309 7
394 102 4
743 360 2
737 58 50
470 944 34
135 785 2
442 972 55
439 41 87
41 152 50
371 479 98
934 559 92
354 357 100
427 679 30
283 916 37
131 453 10
32 410 2
496 242 59
737 596 43
768 351 30
628 128 9
293 23 35
789 41 3
780 494 96
762 171 19
323 893 22
534 387 82
168 258 87
604 442 88
573 872 21
679 448 20
654 730 40
612 379 93
76 252 58
231 972 46
75 495 50
183 450 87
127 584 43
676 745 48
632 601 37
206 868 15
508 225 13
907 636 67
966 20 54
759 190 27
896 347 48
93 253 54
679 113 42
383 709 65
827 57 67
128 446 94
304 444 60
515 818 28
202 653 17
769 674 26
300 904 92
582 275 93
113 816 77
553 214 95
397 319 53
60 449 2
412 100 33
19 478 40
692 772 28
215 916 99
216 457 20
776 92 57
721 42 45
628 373 10
572 554 100
659 174 99
511 631 39
479 11 69
684 703 32
236 773 85
386 256 42
237 326 22
803 277 30
726 37 49
371 431 99
997 176 45
300 576 7
695 117 92
224 350 75
751 43 99
979 844 87
638 525 43
297 827 81
213 466 16
525 576 22
88 851 65
764 849 55
151 170 60
916 642 84
436 860 12
378 899 10
338 23 86
793 817 37
373 493 82
193 125 97
571 108 70
625 203 94
972 849 55
347 496 90
85 100 84
213 255 82
166 167 37
655 980 52
839 649 43
700 400 70
788 840 42
372 913 87
988 243 95
290 632 63
680 907 45
569 969 33
252 293 27
279 519 65
930 162 31
237 550 6
240 843 70
332 535 18
382 905 14
373 186 17
477 425 2
266 473 5
277 759 21
857 23 29
333 30 53
149 625 38
230 582 79
673 456 85
162 113 68
545 967 13
39 329 20
513 821 61
617 839 22
329 612 62
646 652 18
551 152 38
230 132 46
834 242 47
771 914 93
183 183 88
751 800 50
385 805 76
768 847 48
215 548 93
427 613 61
208 958 25
873 729 3
935 565 92
964 294 59
279 348 45
894 78 91
87 232 28
615 196 12
162 55 28
256 366 10
668 956 30
224 923 12
646 176 55
57 344 68
718 566 67
388 586 89
72 666 69
495 276 94
238 172 8
952 735 16
926 441 70
122 396 30
586 29 100
37 813 22
827 995 91
3 304 61
467 9 84
957 727 7
491 928 49
807 355 24
576 16 30
675 812 95
903 74 89
771 923 70
65 353 50
761 483 32
165 426 89
446 745 55
888 92 50
833 576 41
701 492 12
286 753 88
976 6 80
886 336 86
510 487 83
868 4 36
579 490 28
146 359 11
416 822 51
872 937 60
326 692 55
628 259 76
222 64 96
318 277 57
89 689 53
678 291 20
984 767 15
623 742 38
716 635 12
114 953 100
190 343 83
309 32 45
155 588 87
312 920 17
261 717 60
766 670 26
426 264 44
717 913 61
354 396 80
665 997 38
878 134 73
819 137 69
393 867 83
5 18 32
427 34 67
651 166 25
270 605 47
979 763 85
998 193 56
577 776 31
845 760 5
932 139 59
558 526 63
899 648 4
89 696 59
725 441 79
785 402 71
774 438 100
834 351 94
737 836 98
158 445 47
1 986 72
818 716 44
909 368 30
45 196 82
452 235 12
589 718 10
757 337 6
630 930 59
724 100 38
244 438 9
575 468 32
168 69 94
955 561 58
174 757 74
377 166 97
624 676 56
849 327 71
127 457 28
540 312 51
408 534 10
842 961 88
724 560 86
187 314 11
954 967 93
378 136 96
685 627 35
766 193 73
275 735 4
272 159 12
980 96 13
717 23 46
367 491 86
532 879 19
49 511 84
189 982 51
90 963 51
213 440 27
604 745 2
112 577 47
367 647 54
942 651 45
779 446 25
717 525 75
778 242 91
156 534 30
836 630 23
751 917 27
722 574 100
260 839 31
829 401 35
532 511 78
872 664 45
198 838 55
869 527 9
689 38 72
321 783 43
832 834 12
492 966 75
863 452 26
855 320 67
367 977 38
828 444 95
65 219 72
85 611 26
655 433 71
74 137 57
225 959 73
14 15 30
373 935 27
173 274 11
479 544 93
620 406 41
395 573 57
563 555 45
639 716 47
39 71 14
345 620 50
366 199 17
349 179 84
461 360 50
245 191 91
17 706 22
378 58 26
957 290 84
440 572 88
197 320 66
411 71 53
955 918 31
234 96 28
724 566 59
581 13 33
704 621 24
274 143 58
281 175 39
794 530 15
879 236 19
230 787 11
871 128 34
260 369 78
22 625 53
276 521 23
856 732 60
635 68 44
697 355 19
737 397 33
298 69 52
16 177 56
584 885 54
730 213 89
721 443 58
957 510 96
660 935 69
34 180 45
144 645 3
504 564 59
442 793 89
213 397 15
790 922 64
362 558 84
456 612 52
486 509 26
204 684 42
153 896 69
954 807 86
336 638 7
874 975 32
866 767 50
435 578 19
976 89 61
600 533 11
421 820 25
823 576 9
439 129 30
492 136 23
587 777 88
191 623 65
485 514 4
210 519 19
644 269 67
523 113 82
80 902 42
552 775 63
479 990 73
860 775 68
559 801 15
452 63 23
708 256 13
229 733 42
356 537 86
442 338 79
670 844 49
937 167 34
69 500 33
410 309 89
680 515 41
786 623 21
571 56 21
957 840 2
662 223 34
877 176 50
350 519 13
295 211 88
734 112 96
468 532 1
765 686 9
550 228 35
212 452 12
447 597 81
856 437 86
882 337 99
389 382 79
79 895 20
606 707 28
674 63 98
273 599 100
468 648 46
595 813 50
951 452 13
71 777 68
514 316 96
764 362 21
923 264 72
48 137 79
590 358 48
592 0 45
495 855 13
486 948 19
49 1 16
478 213 11
538 586 9
432 232 65
442 389 40
866 68 20
850 130 4
893 227 51
98 356 28
853 666 81
884 201 87
994 365 76
428 44 32
620 57 32
382 526 26
972 190 38
261 260 35
86 611 61
987 378 50
496 592 65
833 364 64
629 756 43
322 113 92
898 956 51
349 267 76
175 619 21
527 597 5
572 319 30
307 506 10
714 213 36
164 712 17
211 759 1
434 685 42
207 821 50
930 474 67
991 427 83
457 815 97
123 805 78
243 43 80
858 538 99
725 779 8
647 851 35
635 884 97
574 733 9
95 88 12
763 804 67
529 916 30
536 276 29
767 455 48
359 96 71
507 501 13
147 123 50
83 225 44
64 27 34
296 592 54
174 252 38
390 200 13
525 563 52
475 711 79
339 78 3
468 797 8
160 906 49
113 50 17
141 315 90
441 937 96
872 520 22
214 346 30
931 511 52
534 925 44
27 521 94
77 224 75
878 868 7
574 965 83
269 905 90
538 528 70
772 943 28
821 753 43
273 627 42
839 772 84
511 112 17
931 803 82
645 913 71
466 491 20
372 971 28
166 770 1
990 585 70
388 554 57
730 245 8
614 507 57
531 296 2
996 127 94
318 981 38
10 939 90
390 488 16
985 523 26
236 206 39
237 584 94
15 298 3
870 756 16
393 925 57
78 195 99
316 857 8
369 149 92
859 108 21
431 834 20
486 665 47
294 44 30
216 169 30
50 587 93
370 260 84
163 417 32
543 500 20
833 772 2
692 1 46
19 113 14
513 502 62
271 712 14
907 167 34
834 563 96
708 587 17
131 340 64
4 855 89
927 910 52
951 739 91
284 459 85
271 499 1
986 712 75
277 816 64
852 123 82
127 843 48
188 80 100
200 173 79
236 919 11
47 699 93
581 280 93
118 313 7
138 579 92
895 848 9
152 966 40
557 25 85
769 805 67
838 383 24
442 726 11
991 329 57
117 55 89
77 730 84
676 121 46
105 470 54
203 679 46
610 285 6
864 992 1
51 244 68
782 205 69
907 665 2
860 673 68
471 927 69
207 177 16
864 919 8
490 613 30
574 677 75
83 71 93
645 600 56
564 734 42
973 112 60
796 118 33
326 526 60
697 665 33
424 950 47
608 689 21
834 210 10
221 581 41
575 166 31
304 451 45
716 740 71
885 858 34
760 500 70
91 781 32
817 897 83
558 559 32
829 153 8
592 66 21
564 478 23
906 772 84
547 886 20
799 114 72
731 191 29
352 403 83
210 625 92
431 484 43
635 879 34
734 488 75
464 4 36
446 721 49
487 867 42
216 70 91
605 179 51
183 10 64
546 887 67
165 635 42
431 844 56
403 341 28
450 589 35
801 19 50
32 52 68
807 420 17
545 83 49
391 736 42
489 514 41
154 395 66
951 809 58
696 86 23
742 343 1
142 157 43
839 517 9
860 688 76
658 725 89
37 535 73
555 703 14
396 519 79
117 85 81
403 270 62
838 75 13
736 359 62
87 573 3
931 53 11
384 569 84
242 202 41
725 626 33
403 244 83
118 857 86
215 205 37
125 647 73
347 946 51
716 437 29
185 168 23
34 914 70
35 556 84
572 925 6
825 111 66
864 710 53
594 927 93
862 880 4
882 238 53
355 754 24
472 406 12
807 497 96
796 387 6
289 907 49
939 677 28
381 986 19
271 598 70
355 405 35
438 806 42
686 705 80
112 27 49
476 706 96
194 517 53
744 750 99
778 627 3
790 974 67
934 53 69
165 156 71
626 633 47
634 641 81
212 601 92
579 554 55
574 268 67
299 425 43
375 880 29
394 890 99
998 970 24
904 386 60
939 103 37
332 162 90
644 705 29
106 792 83
200 346 37
105 489 77
173 117 62
467 131 37
361 891 30
558 959 66
508 529 45
273 998 33
729 796 58
249 393 56
957 847 7
98 24 10
42 393 75
961 835 62
371 864 66
94 404 54
644 314 32
947 700 64
587 337 48
889 456 71
58 949 59
945 911 95
554 970 40
432 413 56
668 111 11
48 892 50
210 119 35
935 797 2
928 233 89
527 321 89
49 485 4
849 269 24
284 348 95
691 65 88
690 715 78
434 793 31
789 433 90
895 927 78
599 292 44
954 412 14
475 1000 48
30 461 69
252 546 5
327 258 69
98 595 15
925 923 69
298 390 80
28 463 66
922 654 44
182 995 80
793 945 74
820 716 76
596 440 34
54 679 39
455 921 48
232 188 25
616 446 94
805 136 53
915 904 22
907 999 70
78 202 9
333 391 40
881 558 25
485 117 36
854 970 2
215 323 60
599 209 91
876 760 55
422 300 33
26 119 85
800 234 27
969 538 69
215 124 80
862 37 98
180 820 38
796 197 29
493 679 53
941 475 54
484 704 70
178 273 25
644 735 4
918 876 74
864 576 35
336 403 78
334 875 28
171 652 90
31 311 83
387 125 60
767 284 19
86 984 44
593 94 94
377 596 67
929 427 23
416 49 38
990 630 92
71 156 72
521 340 63
19 488 100
147 38 29
173 559 2
49 957 7
620 219 26
281 914 57
356 696 81
470 789 3
305 127 20
999 854 82
176 551 18
450 601 87
91 118 84
141 971 97
168 636 24
592 181 3
361 20 12
313 672 12
339 293 97
829 283 82
957 553 54
990 450 46
848 720 67
231 263 99
415 693 97
456 861 39
207 82 90
116 85 66
449 401 73
45 820 84
67 205 78
829 263 49
78 179 82
877 731 18
986 588 43
514 421 97
199 191 77
423 979 18
354 644 55
977 336 41
637 96 88
36 869 74
246 527 84
560 230 61
796 385 35
420 664 86
442 714 76
155 167 33
846 850 10
983 583 99
595 157 32
689 942 78
311 240 41
941 772 2
671 955 13
884 141 67
892 794 10
298 727 71
257 226 10
41 690 86
351 965 17
615 782 95
170 931 50
998 908 8
467 584 69
313 718 32
833 641 29
98 252 30
823 206 11
272 901 42
174 884 92
300 650 35
75 352 23
287 205 1
100 920 67
3 718 48
618 440 40
965 931 96
769 816 93
492 532 59
593 260 15
985 698 50
425 956 64
7 380 29
907 251 14
640 666 45
6 792 32
669 749 15
470 41 32
280 850 66
333 824 25
369 15 12
442 967 61
933 648 94
255 476 2
899 138 28
876 339 20
575 595 9
903 83 98
754 811 36
441 236 77
339 814 33
244 19 29
904 262 48
9 114 18
114 127 97
21 585 94
544 91 91
348 972 16
589 227 36
656 574 1
725 616 94
613 511 83
11 986 18
815 286 40
67 900 79
18 968 44
972 744 82
384 320 57
124 729 38
457 239 27
674 649 64
730 304 84
138 531 88
688 159 57
134 952 99
793 245 23
526 529 68
391 315 38
144 414 75
963 610 95
284 845 3
600 583 53
105 393 68
975 412 54
192 703 97
953 272 92
315 930 6
209 554 98
126 129 57
603 933 36
218 177 12
500 139 80
332 233 34
866 498 16
405 759 15
970 960 17
962 648 34
897 758 52
1 682 4
9 290 96
335 136 98
90 743 98
177 276 47
583 396 58
304 817 61
768 846 87
484 741 22
186 435 23
70 94 64
169 116 18
881 906 59
504 376 15
292 878 97
162 581 5
942 709 66
73 338 87
542 398 56
127 185 78
613 698 86
265 959 10
525 812 47
518 7 61
966 629 22
994 747 51
271 41 11
234 801 43
645 44 90
636 470 99
444 437 54
666 733 89
384 799 31
226 772 23
642 243 51
9 477 97
255 650 66
234 287 42
69 196 13
418 392 48
748 597 78
590 835 59
539 939 32
953 411 94
77 595 41
429 669 59
0 728 17
916 110 77
293 729 38
278 932 100
183 556 65
380 675 33
176 397 20
382 726 93
637 5 50
810 768 54
575 823 63
566 217 72
554 995 88
689 6 83
869 286 36
657 55 64
748 452 10
857 725 96
458 798 99
883 914 95
936 630 25
334 489 18
523 209 76
526 353 1
847 732 41
151 473 83
60 99 11
31 70 72
323 456 3
774 199 72
326 754 38
282 81 29
41 862 70
404 276 16
346 998 90
141 414 70
490 140 14
840 581 23
542 310 60
390 208 100
275 158 75
477 590 47
161 943 50
671 250 25
103 824 52
955 89 7
413 846 84
198 909 35
366 163 23
905 495 39
540 645 60
720 158 59
905 792 96
399 894 9
510 478 58
137 328 92
526 86 23
797 206 15
100 614 67
393 910 10
417 477 29
406 232 16
758 659 25
760 620 50
58 393 38
240 686 88
758 9 14
963 177 31
875 472 38
703 625 55
837 801 4
842 374 31
595 248 41
40 645 37
108 558 20
51 288 93
989 142 21
768 781 84
792 316 90
557 75 30
940 92 14
737 149 91
242 317 100
117 69 7
50 554 73
505 132 52
372 790 95
717 979 82
911 985 81
17 319 33
917 347 63
776 779 30
82 52 53
264 62 30
6 761 8
212 301 58
144 44 43
13 836 30
135 159 25
315 671 30
631 323 59
304 300 94
638 306 97
475 468 89
722 912 13
460 325 92
837 233 40
329 969 76
103 941 18
967 982 23
187 149 97
844 849 97
656 308 47
927 22 71
66 761 80
279 135 99
249 767 54
330 28 19
308 485 88
665 918 42
608 180 60
425 481 66
540 761 87
27 163 57
301 978 28
269 478 71
920 905 62
329 933 19
926 735 54
117 728 20
889 690 84
595 904 27
