1000 10000
581 772 83
467 203 44
696 528 54
687 871 77
94 767 66
173 700 71
394 429 24
906 170 95
916 331 36
946 62 48
669 845 2
570 796 57
160 464 58
849 616 91
464 834 59
343 667 59
239 219 90
364 539 79
566 289 6
249 941 6
180 480 71
286 564 13
471 445 42
954 241 32
746 927 41
124 323 12
63 902 14
742 901 89
826 818 85
253 695 51
611 717 48
720 556 74
134 454 14
408 936 12
729 985 2
358 350 68
4 316 52
710 360 51
976 769 49
138 37 76
981 625 34
225 666 42
184 644 55
740 560 91
344 523 47
487 717 8
24 120 40
808 630 100
125 84 65
336 292 13
813 367 8
763 523 82
776 73 40
90 648 38
62 877 13
448 922 32
127 122 84
750 549 68
204 733 94
335 424 61
489 927 23
707 671 91
207 27 12
458 414 11
908 2 39
254 560 53
153 864 6
145 742 91
753 143 83
718 30 42
131 404 73
634 258 11
502 943 21
34 230 59
378 91 52
241 689 64
554 411 38
976 859 69
432 140 72
130 2 62
378 220 9
539 9 81
613 898 52
743 803 86
249 39 43
413 708 39
563 22 89
440 10 93
926 713 34
742 587 60
282 836 47
577 933 93
511 830 63
167 245 77
454 935 1
57 821 81
78 195 11
766 762 43
343 931 40
315 632 93
12 946 86
520 248 36
613 265 48
183 206 37
404 463 61
624 211 27
218 73 15
706 65 12
698 877 31
929 478 61
682 370 12
769 181 36
279 634 73
986 952 84
553 158 41
7 502 89
221 512 46
752 40 30
787 622 34
732 692 100
772 714 2
961 294 33
179 227 68
563 903 2
235 676 65
932 498 19
349 696 89
827 298 40
301 285 93
971 468 79
470 831 91
526 823 75
516 265 27
392 115 39
90 347 87
483 822 85
80 916 50
447 435 94
878 15 48
279 918 61
556 162 18
140 896 43
724 357 87
990 103 8
689 85 72
724 34 73
562 570 83
392 819 59
53 545 56
791 388 35
458 162 52
560 622 13
361 589 69
672 181 47
167 180 39
416 341 70
693 820 26
224 825 71
352 887 10
889 213 33
734 32 69
692 552 63
122 9 49
162 634 38
372 524 43
678 668 48
364 270 13
255 127 11
277 453 12
272 124 54
524 25 8
752 18 97
520 932 63
507 152 39
732 476 91
589 12 97
249 615 67
953 835 13
366 436 44
774 501 61
163 238 21
988 594 85
60 77 10
576 326 72
718 115 70
864 919 32
76 668 45
171 875 80
539 289 55
370 909 41
729 224 8
630 742 66
230 889 64
559 664 53
2 624 47
476 55 92
668 628 34
477 687 76
686 652 89
388 695 80
981 261 78
74 521 80
906 310 48
205 370 85
809 382 17
127 758 40
677 265 22
120 249 8
855 503 100
441 250 83
646 407 38
854 532 49
57 301 87
532 967 80
731 113 70
730 799 47
335 452 84
467 312 38
854 684 64
785 855 48
168 526 74
16 39 95
729 379 19
959 609 28
731 964 70
824 38 34
967 231 2
620 264 65
865 267 91
176 453 28
313 755 91
987 126 67
770 527 70
795 859 12
683 481 3
743 8 73
1 568 95
593 907 64
563 351 89
634 874 35
112 930 6
512 401 80
797 416 28
476 509 29
124 266 5
946 517 74
447 67 49
848 4 90
810 975 79
569 523 32
383 408 45
456 491 37
745 73 12
346 792 81
81 102 20
995 594 48
384 830 80
424 367 63
180 100 93
400 680 94
255 859 62
990 233 29
135 443 77
967 598 30
254 180 34
522 883 72
831 908 54
554 84 28
864 393 21
336 317 87
266 671 47
753 470 26
681 752 13
434 498 84
876 676 41
20 397 25
127 626 38
137 126 35
148 301 66
436 948 20
809 233 42
286 584 10
707 973 28
116 423 3
135 939 1
110 874 94
384 791 14
419 169 11
169 623 47
583 204 71
854 815 55
875 710 35
833 630 7
823 417 67
671 317 46
1 239 24
693 296 22
17 252 73
823 527 50
441 951 60
899 415 71
197 920 11
3 900 77
969 508 30
740 442 7
320 448 79
717 55 70
549 759 29
542 138 93
631 460 92
386 930 14
596 461 81
965 688 91
55 653 46
748 156 34
996 31 37
973 175 82
875 351 70
114 218 60
903 756 19
122 284 53
816 664 79
656 292 2
162 494 72
234 445 8
634 159 69
624 138 54
163 862 24
248 445 8
325 19 1
683 585 38
145 870 67
850 540 50
47 992 77
600 967 67
932 441 34
524 723 56
848 557 7
937 796 20
305 479 25
589 681 27
595 469 96
948 19 84
847 683 54
494 75 98
148 647 59
340 856 30
633 562 64
855 80 45
364 568 100
429 943 45
425 719 37
157 912 8
760 950 64
609 393 81
786 900 77
512 841 99
344 346 12
82 126 98
672 846 77
995 625 61
531 56 55
276 17 85
366 234 19
821 324 7
203 882 69
232 756 77
166 84 42
47 337 30
478 662 11
181 856 97
947 367 99
467 640 34
531 7 49
29 510 45
602 677 16
90 610 53
461 475 9
982 517 60
85 170 77
837 706 88
319 596 40
629 881 94
379 593 27
646 731 69
321 715 16
420 144 9
670 610 58
671 916 33
465 139 43
840 929 6
687 946 69
470 943 26
39 625 30
712 413 33
377 897 69
3 669 5
240 785 72
18 408 85
760 312 40
45 40 23
893 237 44
961 468 66
457 312 42
257 646 2
346 906 5
859 26 41
288 48 74
327 27 8
4 774 81
80 10 88
73 516 62
457 331 6
502 560 26
939 709 36
803 36 24
309 928 66
877 258 32
702 753 72
183 862 88
745 734 8
363 285 91
927 668 84
873 657 91
883 851 2
182 652 96
748 372 19
53 349 78
374 366 7
267 618 22
675 712 20
596 852 31
347 121 27
1 576 31
193 952 94
611 945 95
742 841 11
275 296 7
427 82 85
893 342 6
501 237 80
441 771 26
749 237 49
768 807 48
285 852 83
827 479 23
887 660 85
876 109 9
391 620 55
64 270 18
640 363 33
536 493 13
69 441 37
147 358 4
771 159 5
295 70 90
380 608 64
412 196 51
688 800 6
670 27 70
695 865 68
348 440 96
891 416 24
784 715 62
652 621 97
42 799 35
923 811 58
494 516 89
915 395 7
203 992 88
831 706 89
683 82 10
693 5 81
907 829 61
812 527 50
850 268 87
924 211 70
769 247 35
614 834 89
137 423 82
897 0 94
498 824 28
688 914 75
626 84 77
522 860 7
735 764 32
984 198 31
810 432 63
913 530 68
996 157 16
149 256 62
790 796 77
354 260 98
156 882 22
19 993 68
400 942 77
876 755 62
512 538 69
45 981 87
480 702 48
322 974 59
729 243 9
646 120 62
326 725 84
721 449 6
934 630 16
357 253 73
366 313 1
589 919 44
380 196 25
364 310 56
253 731 96
991 889 93
41 112 46
193 571 12
153 365 74
273 380 57
876 405 19
342 324 4
358 664 19
77 84 71
430 351 46
448 960 33
699 893 68
417 650 76
664 419 69
788 677 61
906 390 95
237 701 86
69 132 49
804 83 50
139 706 13
569 689 29
547 449 10
581 302 21
595 802 44
637 953 63
729 824 81
447 467 97
365 597 87
251 581 95
97 908 12
213 824 97
51 509 72
739 4 97
8 972 93
518 50 67
605 550 87
409 559 9
522 349 90
466 962 8
447 598 59
535 244 40
513 140 75
542 637 34
730 411 18
543 745 54
804 300 46
887 843 39
850 550 39
618 408 60
556 43 43
998 839 22
58 864 20
542 285 22
47 69 66
743 511 36
328 270 38
985 87 91
290 365 33
44 161 70
822 691 34
878 954 38
167 324 23
226 635 60
466 867 1
63 392 1
307 811 54
552 822 53
692 989 23
556 837 49
6 359 60
176 977 60
420 901 45
694 768 82
840 257 9
668 288 59
543 225 59
96 562 24
982 53 32
704 62 46
547 305 67
294 638 88
212 987 37
462 325 78
396 818 80
188 476 86
61 106 71
645 612 87
986 912 51
841 234 92
23 895 48
287 768 96
186 399 85
383 612 100
952 910 28
505 467 66
578 907 16
671 622 66
191 784 1
331 63 83
523 413 62
80 412 26
118 760 57
37 691 54
757 924 59
719 892 29
357 306 83
573 665 29
145 142 23
870 740 18
235 384 40
233 962 93
621 918 60
364 761 79
967 763 18
260 412 100
771 430 14
582 809 8
308 216 85
433 304 55
70 384 56
472 817 2
741 965 20
3 553 48
493 311 44
143 538 22
145 96 22
879 105 63
118 318 89
248 323 80
920 643 63
375 565 27
94 514 93
709 293 39
195 791 77
117 608 42
541 405 68
998 929 96
733 112 5
316 55 36
735 431 83
781 199 58
800 787 66
782 660 75
998 136 98
850 664 34
533 929 40
903 824 50
728 503 92
524 168 18
675 141 75
909 166 31
414 835 9
641 739 81
851 337 40
555 646 57
46 758 31
47 269 67
117 320 30
377 269 38
149 430 40
320 537 2
245 547 60
268 199 82
932 639 12
860 164 60
252 454 40
289 486 67
385 362 79
718 134 16
324 997 4
959 182 29
125 882 63
726 25 69
742 928 31
578 797 6
289 663 28
5 24 68
537 71 71
367 253 78
641 512 5
858 166 24
244 650 53
414 52 73
465 300 16
848 808 78
273 401 18
225 586 1
290 957 73
19 23 18
376 198 98
254 588 46
776 926 34
400 250 41
920 385 63
83 35 77
583 193 73
220 687 70
260 179 60
258 468 13
749 449 4
856 932 63
695 437 18
400 866 84
351 953 27
297 771 43
109 943 35
64 655 31
242 723 84
86 243 44
780 82 26
579 132 97
903 971 93
367 598 32
147 566 35
893 411 89
572 927 95
984 330 32
808 715 72
664 173 96
209 92 100
206 141 58
952 966 87
177 700 45
817 328 75
620 447 11
67 474 61
573 419 60
771 61 51
355 326 4
665 723 33
66 484 56
924 924 92
2 69 44
345 719 45
930 685 87
310 923 8
706 20 48
208 990 35
196 10 96
850 853 68
253 787 2
655 229 6
612 372 33
653 239 97
408 27 11
117 103 89
18 702 13
124 223 11
113 859 58
389 708 36
484 327 50
747 499 21
478 599 55
751 137 44
749 754 8
317 730 24
916 474 19
33 601 66
153 691 18
169 506 83
119 353 76
353 56 35
770 200 92
324 289 75
371 827 33
241 439 47
668 363 36
959 335 58
661 800 21
923 413 38
258 970 82
925 761 17
878 217 12
616 288 9
314 79 32
559 139 89
898 664 83
420 202 27
687 848 98
966 803 45
699 492 41
37 937 24
66 420 27
508 36 64
458 939 76
635 245 95
205 512 18
763 299 20
808 512 67
921 528 82
246 722 91
751 882 32
487 231 86
503 277 95
328 609 79
629 759 69
809 663 99
594 193 43
312 713 89
422 515 41
562 115 6
667 226 53
447 879 44
885 848 16
481 785 60
71 957 68
439 25 39
404 372 94
788 475 8
444 284 52
51 298 30
564 956 23
801 33 57
930 505 28
787 666 41
417 902 32
431 973 69
937 291 76
938 59 30
893 823 96
948 909 15
769 357 2
43 938 88
769 188 71
175 750 71
439 989 40
424 242 38
536 730 72
500 673 7
95 767 92
851 822 73
625 239 67
779 664 19
159 95 43
964 894 50
122 858 22
518 519 27
953 108 52
796 56 25
41 413 35
448 395 73
161 747 78
412 854 33
143 400 37
333 6 25
962 276 93
456 360 11
689 867 81
912 153 21
219 381 45
940 256 92
60 435 8
143 375 25
152 663 42
324 582 21
356 247 56
119 135 40
731 815 71
309 447 81
495 469 81
702 798 77
765 400 22
990 327 40
805 780 67
838 500 49
974 269 37
236 951 59
73 845 39
365 612 68
259 74 66
248 439 6
89 418 1
561 55 90
116 151 20
406 218 13
402 457 33
370 444 83
469 598 5
754 681 45
680 512 74
87 776 9
677 717 39
351 803 38
85 239 54
260 992 6
116 799 82
249 327 21
253 665 14
5 869 37
948 664 56
643 296 38
128 187 89
3 412 26
293 861 62
806 965 55
525 499 80
917 348 54
919 296 80
655 998 66
110 414 55
333 169 70
267 662 54
620 208 20
89 954 62
522 484 90
845 759 97
239 379 7
103 211 62
526 658 57
375 358 9
470 748 20
58 790 26
751 950 22
449 520 44
286 141 18
655 218 7
842 135 57
612 209 95
17 205 47
846 596 41
981 166 44
387 632 93
400 717 14
809 933 66
743 991 14
259 263 57
551 614 33
41 565 53
546 980 37
792 418 80
879 311 27
587 9 90
224 383 75
466 172 34
352 109 6
96 706 79
656 68 51
363 990 51
729 745 38
129 507 53
346 824 89
272 978 45
22 347 57
668 211 13
257 605 19
408 461 39
829 658 83
390 715 43
843 503 73
396 498 69
90 66 51
415 412 23
336 104 97
843 791 53
78 295 71
964 677 87
771 245 40
947 479 98
210 244 6
744 270 5
162 116 6
793 777 92
429 732 77
243 749 48
640 86 51
87 586 58
971 226 20
272 713 1
487 268 72
657 962 31
4 695 49
76 413 28
639 289 29
540 5 14
122 584 78
238 876 1
773 576 25
698 590 86
746 424 59
859 798 43
723 476 46
685 606 21
5 2 47
710 250 95
935 75 70
794 915 16
126 232 11
659 31 7
577 842 35
497 825 30
733 960 96
728 418 19
408 432 1
555 379 87
892 654 46
146 419 46
529 992 10
893 364 15
883 674 49
636 885 24
446 271 51
606 341 10
23 685 84
760 988 19
944 785 75
256 638 57
437 762 97
326 298 53
501 287 74
911 196 85
536 473 53
169 576 23
797 557 48
848 874 16
882 193 51
748 796 76
169 704 97
9 380 82
685 488 48
681 220 61
945 781 10
47 105 53
93 326 59
677 761 2
220 629 1
776 335 77
27 253 64
345 506 49
430 228 92
414 818 86
303 78 93
834 279 8
505 530 49
893 120 61
510 554 97
701 80 41
993 946 67
266 911 60
512 618 95
984 306 37
334 653 38
828 541 4
204 478 65
343 208 8
189 764 100
153 804 73
887 586 40
795 948 69
903 161 26
60 964 48
862 348 89
786 650 96
900 385 21
669 386 35
58 451 62
798 757 35
714 829 16
340 394 98
495 422 3
322 843 47
254 988 93
866 518 73
241 592 55
475 729 96
122 693 41
629 591 5
124 93 56
640 829 56
107 572 63
725 957 89
60 105 98
899 562 15
971 504 11
260 164 95
170 775 27
388 541 93
690 860 65
603 167 88
672 655 12
441 396 2
127 464 5
728 476 8
719 478 90
667 733 65
795 994 7
19 62 21
298 924 23
202 121 17
438 409 70
818 5 5
397 988 44
359 741 55
0 425 64
490 295 12
940 139 97
645 705 43
952 504 52
985 482 40
432 609 78
557 138 29
876 180 10
254 626 29
921 570 9
88 357 35
729 744 59
779 67 95
874 136 46
309 260 15
877 470 44
68 299 92
333 125 3
576 161 94
556 451 2
550 7 2
368 691 63
501 220 22
272 259 17
568 968 45
116 254 42
880 120 55
849 583 80
552 605 22
607 350 6
930 848 10
975 694 56
275 193 12
61 746 59
444 799 93
17 840 89
704 597 86
835 844 6
626 543 41
320 51 67
553 361 61
463 964 27
595 150 66
918 281 39
994 142 6
467 132 2
161 517 93
429 536 87
287 596 71
53 911 95
355 885 47
908 673 43
674 23 85
676 95 56
21 623 79
73 657 37
454 602 76
501 108 37
645 682 54
649 305 60
710 302 89
684 520 65
586 904 85
460 140 90
853 950 28
680 430 6
964 991 49
434 561 91
369 580 87
389 971 86
462 271 24
978 465 39
643 72 98
499 158 51
155 237 19
812 671 42
747 336 95
667 952 99
637 370 65
950 821 28
572 298 1
159 22 59
617 59 83
269 982 88
605 513 3
176 362 87
537 830 74
756 406 15
830 762 83
394 866 86
214 357 6
91 268 63
533 625 45
638 432 24
695 696 9
696 90 82
518 490 38
865 179 61
25 362 90
787 462 43
462 351 30
126 772 18
377 376 85
75 182 93
388 419 42
833 91 74
80 250 8
764 533 23
195 462 28
387 335 17
763 91 54
699 384 94
289 469 88
33 526 23
136 261 6
526 518 77
481 518 88
672 123 55
618 411 60
219 859 14
856 121 96
38 723 26
364 937 58
40 864 78
720 90 40
310 482 73
717 425 67
93 471 62
871 445 30
368 587 31
769 900 54
940 534 45
720 481 78
861 135 49
636 56 61
134 754 86
457 543 57
317 135 75
612 117 40
262 107 53
418 794 60
436 633 95
783 373 24
77 845 25
139 768 67
348 494 92
736 906 59
615 360 99
685 61 54
791 773 83
265 324 91
448 993 51
96 541 2
595 707 88
437 198 90
79 9 23
17 675 92
69 152 75
674 52 87
655 84 9
811 44 65
567 95 78
298 868 88
437 807 80
161 255 49
701 125 71
86 568 72
373 376 22
37 185 37
199 262 9
314 32 52
981 993 39
613 691 27
531 100 68
609 982 1
265 753 10
397 465 52
884 682 74
904 101 31
425 97 35
450 670 12
259 499 80
412 291 77
432 740 48
113 553 23
21 456 43
19 589 86
26 463 24
589 914 61
906 193 65
530 130 48
314 749 1
482 371 45
33 503 9
157 91 30
576 123 51
509 578 57
406 148 35
945 531 93
819 999 71
940 872 54
310 605 52
746 192 75
893 855 69
18 530 70
693 831 93
33 904 22
577 674 28
83 226 21
626 664 61
646 176 39
376 770 69
900 655 37
430 130 21
127 382 23
547 690 7
895 184 42
877 700 10
609 82 77
995 254 2
600 633 97
701 498 59
979 975 57
70 524 73
496 292 80
408 97 48
581 458 97
207 749 56
162 527 41
637 739 14
746 687 56
711 650 26
91 916 33
470 141 5
107 460 21
851 303 89
286 669 75
576 648 80
75 96 84
402 160 77
405 833 55
366 750 71
294 475 72
422 238 63
359 948 81
827 491 47
757 217 67
282 832 89
800 142 96
529 888 46
966 103 47
252 614 63
293 682 33
748 913 83
932 356 17
417 927 89
372 778 66
494 102 33
490 267 66
529 391 67
450 314 7
708 890 60
907 654 67
321 640 91
943 162 76
837 928 47
416 17 59
213 86 51
116 852 28
398 603 4
83 295 52
91 649 9
503 727 57
500 355 8
55 732 99
26 299 18
444 928 23
504 360 19
210 253 57
391 262 24
186 73 40
490 254 21
252 827 14
216 397 20
274 257 60
562 590 63
61 565 71
817 254 56
431 762 23
343 270 61
389 919 95
786 807 86
224 613 47
25 926 95
983 108 28
736 697 55
547 214 25
43 367 67
712 47 65
53 713 10
722 328 76
911 872 17
271 443 67
128 458 22
94 312 34
885 195 100
374 59 54
571 408 28
987 710 23
293 803 28
102 678 23
225 108 27
629 82 82
773 483 100
332 954 35
148 187 63
358 506 42
872 5 67
812 433 82
344 389 96
264 368 14
518 586 26
668 51 71
562 949 83
801 371 44
565 574 63
931 804 50
778 604 41
178 655 18
591 830 55
986 147 11
96 265 95
510 565 17
190 993 80
659 864 81
940 599 69
717 993 20
778 344 29
645 12 81
153 947 6
492 143 52
982 83 24
329 347 3
436 462 9
600 647 2
313 837 24
594 402 58
553 179 8
67 212 26
149 530 27
973 162 81
834 631 90
967 533 23
939 896 90
776 548 70
676 921 17
476 756 77
482 998 60
226 200 42
177 593 22
646 891 27
829 922 11
538 804 82
973 513 24
591 376 72
179 561 73
738 342 58
395 620 71
806 941 71
846 710 51
493 162 65
40 230 90
281 444 50
141 761 50
99 681 84
140 128 38
580 637 30
923 808 24
18 596 59
902 950 39
881 854 81
470 500 17
44 625 4
576 229 75
905 806 32
785 920 44
593 407 82
97 470 47
789 649 17
998 149 31
942 325 59
50 749 33
492 238 62
505 100 62
608 603 86
467 493 28
816 68 95
175 271 85
938 69 24
423 206 29
704 971 66
94 582 16
783 116 97
836 856 22
489 28 75
6 458 35
482 217 30
61 4 2
773 313 46
466 603 2
124 484 97
961 678 33
37 892 89
442 778 58
545 239 40
726 761 95
863 792 40
68 674 98
684 384 86
654 24 22
541 922 85
722 804 93
439 277 44
820 870 72
246 936 8
528 107 96
256 180 38
5 356 5
540 173 34
497 24 61
633 482 47
978 868 52
162 919 58
873 581 18
897 322 40
866 288 30
594 772 72
684 588 96
138 625 42
659 81 58
241 320 45
376 121 78
634 18 13
630 498 54
647 913 15
185 260 56
439 369 55
123 859 69
148 421 68
851 423 90
42 327 1
714 661 97
915 556 100
153 848 84
814 407 96
172 514 10
398 794 34
961 427 47
354 22 7
712 776 29
100 418 45
685 765 38
273 254 58
17 303 81
902 958 1
500 162 44
665 953 39
560 930 40
151 935 29
63 218 32
178 46 98
472 692 98
911 730 22
941 605 89
674 694 55
731 583 86
188 490 78
559 844 27
399 684 63
42 574 59
349 264 45
320 712 47
9 225 27
365 468 7
587 551 58
118 876 11
295 637 42
621 86 45
23 948 89
376 834 48
242 69 22
686 80 62
517 43 52
406 979 43
118 876 5
993 228 98
983 39 10
18 224 75
693 90 84
814 978 40
331 990 60
600 56 24
10 144 45
836 133 38
440 826 91
41 296 65
850 628 45
202 897 60
946 221 2
180 578 54
94 620 97
228 857 89
447 245 34
525 216 61
333 585 38
961 375 66
972 142 55
356 470 60
614 366 66
486 629 49
630 366 84
135 721 51
131 318 25
331 500 28
81 534 90
56 658 12
254 998 95
51 752 92
794 918 66
981 316 61
216 865 47
631 451 57
838 408 95
156 954 55
63 622 5
879 857 90
580 17 89
782 332 29
896 646 53
443 297 55
440 240 83
806 466 88
90 151 26
337 41 35
498 774 38
851 482 70
167 702 30
448 723 83
82 272 54
764 765 32
62 475 7
983 57 40
176 993 19
410 263 29
859 656 71
58 274 26
572 84 47
642 384 89
907 958 7
377 347 88
829 249 17
144 57 1
731 653 65
860 683 99
406 936 78
515 932 94
188 877 41
629 479 59
163 754 8
170 915 50
954 480 87
728 103 72
690 697 28
337 314 30
585 711 47
224 393 14
21 13 100
196 998 48
881 691 28
308 356 84
363 882 58
451 749 17
745 162 2
441 640 83
952 230 38
569 875 86
586 779 49
832 970 58
579 690 34
443 649 66
293 961 25
139 421 84
316 259 7
634 729 1
627 887 48
921 795 10
866 216 53
204 377 85
525 913 85
270 135 94
709 649 75
167 983 23
5 927 74
558 376 12
706 451 22
946 307 67
47 873 89
295 47 47
194 890 14
700 975 44
391 584 37
220 704 86
333 789 70
24 417 92
97 438 79
651 346 4
270 387 48
352 449 68
193 780 71
665 357 76
833 191 70
215 523 11
629 44 79
806 966 20
242 839 10
989 138 66
812 852 23
911 648 99
113 604 63
668 905 78
218 176 5
961 452 80
748 121 46
95 674 26
248 632 100
257 525 14
611 449 4
493 865 57
68 218 59
423 865 5
858 880 70
192 794 54
451 12 7
15 226 38
57 660 26
371 67 98
447 36 27
590 881 82
716 865 79
882 899 41
15 436 95
693 200 31
779 440 48
551 512 4
276 8 52
246 477 53
95 35 69
486 624 1
735 831 27
103 548 25
683 105 72
148 284 11
847 802 88
81 257 83
46 971 100
883 254 5
442 4 57
674 51 2
228 587 81
544 351 7
493 535 34
4 70 15
933 778 62
540 44 44
566 68 83
39 504 32
98 229 89
571 208 78
366 46 35
822 688 1
608 816 10
313 596 45
874 215 8
435 494 59
885 390 9
582 945 20
76 547 53
601 108 40
840 26 57
8 972 23
268 139 27
386 983 55
631 625 9
94 542 62
284 334 88
215 350 47
78 255 97
219 530 79
308 958 40
126 888 75
415 568 76
501 371 60
131 720 13
26 144 97
204 535 59
593 503 89
887 738 7
213 134 77
348 238 40
20 568 77
911 97 63
601 348 72
608 740 67
287 744 63
155 26 89
802 87 40
251 664 6
28 393 10
226 504 20
38 817 16
564 961 99
238 492 59
350 683 33
554 428 69
615 419 51
734 804 19
507 125 72
413 230 39
375 426 54
286 653 40
496 608 7
226 565 10
585 957 10
465 845 11
760 40 62
771 105 91
977 646 17
742 144 44
671 85 74
625 728 57
59 338 26
705 187 12
410 596 75
650 8 14
626 753 75
145 367 7
654 552 99
422 26 52
196 607 61
678 234 34
433 594 45
823 180 7
335 113 86
258 47 21
547 28 31
739 36 92
683 236 52
194 553 54
192 855 87
39 393 7
756 949 27
938 50 57
783 511 24
738 818 13
429 93 78
729 294 63
189 344 56
588 72 11
106 318 32
896 178 28
79 708 76
280 386 18
225 489 100
60 665 32
774 329 99
677 257 17
419 34 78
107 918 41
895 118 8
618 218 73
379 190 92
163 273 24
985 885 89
657 27 63
879 555 42
122 162 76
842 708 2
38 426 76
580 627 73
255 533 53
262 100 27
101 266 15
664 127 1
65 513 31
508 929 7
967 772 75
324 459 11
824 168 7
279 360 44
957 327 22
126 165 44
527 987 32
827 206 3
810 184 92
882 369 44
506 509 40
850 990 81
832 837 24
539 28 62
995 542 97
62 945 98
983 96 48
619 305 16
856 944 10
990 162 33
7 111 16
896 917 27
846 972 90
216 808 7
299 490 40
899 99 62
165 98 31
472 188 37
801 824 73
355 626 52
408 574 76
770 663 100
447 7 34
683 463 86
934 907 44
158 460 57
105 81 80
229 181 76
358 879 80
138 712 5
825 508 47
68 490 21
349 800 64
718 13 65
223 1 48
354 799 68
414 641 23
921 931 60
962 992 6
267 620 9
856 75 41
893 0 72
834 816 55
281 982 78
583 942 69
297 144 32
603 699 72
706 354 64
308 920 2
579 214 91
867 990 51
156 777 8
288 992 8
175 556 83
217 99 49
184 729 7
332 193 75
975 56 52
514 743 86
432 62 44
206 67 58
880 849 26
740 365 72
9 248 79
628 213 99
126 184 13
822 879 61
58 512 54
761 459 9
141 133 96
520 263 55
469 862 23
59 581 54
679 692 60
54 550 81
472 929 37
984 844 47
529 120 73
596 216 68
333 275 19
600 48 95
662 481 36
50 11 69
172 305 21
220 826 38
61 658 65
907 183 64
351 650 25
357 653 61
981 134 60
376 825 3
578 294 87
100 906 87
463 768 85
248 314 72
603 659 41
134 562 93
12 494 30
832 636 95
907 346 58
78 91 62
447 342 63
393 730 12
853 34 58
822 604 2
282 384 69
3 999 91
225 668 20
643 877 29
664 910 84
983 827 89
860 225 95
662 592 91
936 50 61
354 111 26
817 558 11
915 207 68
24 514 46
819 574 79
669 836 16
614 419 4
853 543 19
475 976 83
579 158 34
29 242 38
701 234 56
400 694 100
800 749 3
912 114 13
888 902 88
732 292 44
215 55 35
687 183 66
285 541 70
67 405 8
912 891 20
122 359 20
557 62 78
656 365 21
777 180 50
889 614 93
804 576 100
757 544 10
521 348 35
837 401 84
720 869 76
636 793 7
802 171 23
586 137 70
108 147 57
75 731 4
282 194 9
65 111 1
221 350 2
209 802 49
499 344 1
893 997 72
694 256 96
918 211 100
53 697 85
906 476 57
113 671 40
675 465 63
823 370 8
567 46 100
916 114 75
644 445 67
295 238 58
872 663 33
14 104 11
577 311 73
948 937 29
955 862 49
483 746 10
979 673 51
972 73 5
548 158 21
849 328 45
532 383 27
922 331 20
150 319 19
288 943 70
902 213 82
643 975 48
178 290 19
246 297 48
141 955 11
194 103 71
113 656 40
794 343 66
778 191 94
574 138 63
212 306 39
633 596 76
914 70 23
65 902 75
986 157 38
272 449 12
418 267 27
262 371 7
94 601 75
908 686 58
206 454 52
741 43 28
706 535 84
931 966 82
52 876 41
255 971 44
385 314 33
774 88 85
826 271 53
613 472 25
209 660 37
54 240 86
664 524 35
864 348 73
142 131 43
62 962 20
878 647 66
384 521 23
104 935 66
236 622 4
503 285 100
454 382 54
795 740 13
570 247 70
518 808 65
621 229 40
346 994 9
718 120 33
493 743 91
123 195 7
911 259 10
444 352 6
327 347 37
914 88 83
764 907 19
796 846 42
173 711 20
759 979 72
374 877 84
909 770 72
476 211 12
271 184 99
995 352 65
1 741 49
129 529 59
358 615 70
321 906 39
128 502 88
391 90 35
488 35 38
882 533 66
526 816 93
758 862 95
848 26 53
447 520 18
177 448 66
504 300 13
968 423 15
528 441 37
734 257 70
314 900 30
943 440 95
544 216 97
1 478 75
189 852 46
325 617 67
589 176 16
438 312 33
483 742 10
496 804 81
547 581 51
755 706 62
266 376 99
975 689 17
720 692 14
482 609 74
150 200 8
531 985 31
95 43 55
884 92 32
336 890 19
416 968 7
671 888 100
364 320 36
682 101 35
474 994 82
729 763 100
957 850 87
106 554 77
745 841 75
368 660 94
764 613 32
867 732 96
396 494 54
950 692 20
176 444 5
674 953 99
858 236 18
65 353 94
810 643 40
26 915 42
592 513 13
641 702 85
603 967 43
397 522 7
846 589 90
423 280 58
432 111 62
440 185 86
90 754 78
694 496 90
884 768 70
181 734 60
393 466 11
424 416 56
924 497 15
406 773 64
234 231 27
828 844 80
963 39 97
99 24 23
938 820 99
344 27 83
425 270 33
850 110 15
248 479 13
726 196 90
169 428 27
618 427 16
171 79 68
554 845 1
816 413 58
937 454 98
825 569 40
92 289 20
580 811 94
801 202 96
676 577 18
990 48 43
350 511 18
360 923 90
204 907 19
779 192 60
843 137 100
310 560 92
970 243 25
927 28 100
879 640 16
848 458 50
450 368 77
776 6 68
978 183 17
453 222 20
487 871 84
463 62 59
674 770 45
784 775 18
66 427 74
649 705 67
754 780 12
54 956 52
698 316 45
129 158 99
283 901 73
920 342 69
17 332 11
433 422 18
626 152 74
331 913 72
585 773 49
339 150 82
453 527 47
375 167 39
784 348 39
743 378 89
417 470 95
855 953 95
947 202 58
435 454 20
46 489 19
364 757 76
267 396 65
731 357 71
193 29 91
341 585 3
66 619 28
495 702 51
877 483 54
863 977 27
295 230 20
183 807 99
418 705 83
897 552 32
921 52 94
634 330 78
342 801 5
550 990 35
566 126 91
828 112 88
155 874 13
916 464 9
373 139 35
5 852 52
688 605 40
600 431 29
559 94 75
760 344 11
120 568 19
647 822 69
845 743 49
676 865 63
579 976 87
433 747 83
646 274 42
21 289 35
972 287 69
669 722 31
671 870 90
954 543 46
451 739 36
